participant_id,source_file,survey_term,source_row,hotdog_is_sandwich
fall-2024-0043,Hot-Dog-Form-Fa24.csv,Fall 2024,43,No
fall-2024-0044,Hot-Dog-Form-Fa24.csv,Fall 2024,44,Yes
fall-2024-0045,Hot-Dog-Form-Fa24.csv,Fall 2024,45,Yes
fall-2024-0046,Hot-Dog-Form-Fa24.csv,Fall 2024,46,No
fall-2024-0047,Hot-Dog-Form-Fa24.csv,Fall 2024,47,No
fall-2024-0048,Hot-Dog-Form-Fa24.csv,Fall 2024,48,No
fall-2024-0049,Hot-Dog-Form-Fa24.csv,Fall 2024,49,Yes
fall-2024-0050,Hot-Dog-Form-Fa24.csv,Fall 2024,50,No
fall-2024-0051,Hot-Dog-Form-Fa24.csv,Fall 2024,51,No
fall-2024-0052,Hot-Dog-Form-Fa24.csv,Fall 2024,52,Yes
fall-2024-0053,Hot-Dog-Form-Fa24.csv,Fall 2024,53,No
fall-2024-0054,Hot-Dog-Form-Fa24.csv,Fall 2024,54,No
fall-2024-0055,Hot-Dog-Form-Fa24.csv,Fall 2024,55,No
fall-2024-0056,Hot-Dog-Form-Fa24.csv,Fall 2024,56,No
fall-2024-0057,Hot-Dog-Form-Fa24.csv,Fall 2024,57,No
fall-2024-0058,Hot-Dog-Form-Fa24.csv,Fall 2024,58,No
fall-2024-0059,Hot-Dog-Form-Fa24.csv,Fall 2024,59,Yes
fall-2024-0060,Hot-Dog-Form-Fa24.csv,Fall 2024,60,No
fall-2024-0061,Hot-Dog-Form-Fa24.csv,Fall 2024,61,No
fall-2024-0062,Hot-Dog-Form-Fa24.csv,Fall 2024,62,No
fall-2024-0063,Hot-Dog-Form-Fa24.csv,Fall 2024,63,No
fall-2024-0064,Hot-Dog-Form-Fa24.csv,Fall 2024,64,Yes
fall-2024-0065,Hot-Dog-Form-Fa24.csv,Fall 2024,65,No
fall-2024-0066,Hot-Dog-Form-Fa24.csv,Fall 2024,66,No
fall-2024-0067,Hot-Dog-Form-Fa24.csv,Fall 2024,67,Yes
fall-2024-0068,Hot-Dog-Form-Fa24.csv,Fall 2024,68,No
fall-2024-0069,Hot-Dog-Form-Fa24.csv,Fall 2024,69,Yes
fall-2024-0070,Hot-Dog-Form-Fa24.csv,Fall 2024,70,No
fall-2024-0071,Hot-Dog-Form-Fa24.csv,Fall 2024,71,Yes
fall-2024-0072,Hot-Dog-Form-Fa24.csv,Fall 2024,72,No
fall-2024-0073,Hot-Dog-Form-Fa24.csv,Fall 2024,73,No
fall-2024-0074,Hot-Dog-Form-Fa24.csv,Fall 2024,74,No
fall-2024-0075,Hot-Dog-Form-Fa24.csv,Fall 2024,75,Yes
fall-2024-0076,Hot-Dog-Form-Fa24.csv,Fall 2024,76,No
fall-2024-0077,Hot-Dog-Form-Fa24.csv,Fall 2024,77,Yes
fall-2024-0078,Hot-Dog-Form-Fa24.csv,Fall 2024,78,Yes
fall-2024-0079,Hot-Dog-Form-Fa24.csv,Fall 2024,79,No
fall-2024-0080,Hot-Dog-Form-Fa24.csv,Fall 2024,80,Yes
fall-2024-0081,Hot-Dog-Form-Fa24.csv,Fall 2024,81,Yes
fall-2024-0082,Hot-Dog-Form-Fa24.csv,Fall 2024,82,No
fall-2024-0083,Hot-Dog-Form-Fa24.csv,Fall 2024,83,Yes
fall-2024-0084,Hot-Dog-Form-Fa24.csv,Fall 2024,84,No
fall-2024-0085,Hot-Dog-Form-Fa24.csv,Fall 2024,85,No
fall-2024-0086,Hot-Dog-Form-Fa24.csv,Fall 2024,86,No
fall-2024-0087,Hot-Dog-Form-Fa24.csv,Fall 2024,87,No
fall-2024-0088,Hot-Dog-Form-Fa24.csv,Fall 2024,88,Yes
fall-2024-0089,Hot-Dog-Form-Fa24.csv,Fall 2024,89,No
fall-2024-0090,Hot-Dog-Form-Fa24.csv,Fall 2024,90,No
fall-2024-0091,Hot-Dog-Form-Fa24.csv,Fall 2024,91,No
fall-2024-0092,Hot-Dog-Form-Fa24.csv,Fall 2024,92,Yes
fall-2024-0093,Hot-Dog-Form-Fa24.csv,Fall 2024,93,No
fall-2024-0094,Hot-Dog-Form-Fa24.csv,Fall 2024,94,No
fall-2024-0095,Hot-Dog-Form-Fa24.csv,Fall 2024,95,No
fall-2024-0096,Hot-Dog-Form-Fa24.csv,Fall 2024,96,No
fall-2024-0097,Hot-Dog-Form-Fa24.csv,Fall 2024,97,No
fall-2024-0098,Hot-Dog-Form-Fa24.csv,Fall 2024,98,No
fall-2024-0099,Hot-Dog-Form-Fa24.csv,Fall 2024,99,No
fall-2024-0100,Hot-Dog-Form-Fa24.csv,Fall 2024,100,No
fall-2024-0101,Hot-Dog-Form-Fa24.csv,Fall 2024,101,Yes
fall-2024-0102,Hot-Dog-Form-Fa24.csv,Fall 2024,102,No
fall-2024-0103,Hot-Dog-Form-Fa24.csv,Fall 2024,103,No
fall-2024-0104,Hot-Dog-Form-Fa24.csv,Fall 2024,104,No
fall-2024-0105,Hot-Dog-Form-Fa24.csv,Fall 2024,105,No
fall-2024-0106,Hot-Dog-Form-Fa24.csv,Fall 2024,106,Yes
fall-2024-0107,Hot-Dog-Form-Fa24.csv,Fall 2024,107,No
fall-2024-0108,Hot-Dog-Form-Fa24.csv,Fall 2024,108,No
fall-2024-0109,Hot-Dog-Form-Fa24.csv,Fall 2024,109,Yes
fall-2024-0110,Hot-Dog-Form-Fa24.csv,Fall 2024,110,No
fall-2024-0111,Hot-Dog-Form-Fa24.csv,Fall 2024,111,No
fall-2024-0112,Hot-Dog-Form-Fa24.csv,Fall 2024,112,No
fall-2024-0113,Hot-Dog-Form-Fa24.csv,Fall 2024,113,No
fall-2024-0114,Hot-Dog-Form-Fa24.csv,Fall 2024,114,No
fall-2024-0115,Hot-Dog-Form-Fa24.csv,Fall 2024,115,No
fall-2024-0116,Hot-Dog-Form-Fa24.csv,Fall 2024,116,No
fall-2024-0117,Hot-Dog-Form-Fa24.csv,Fall 2024,117,Yes
fall-2024-0118,Hot-Dog-Form-Fa24.csv,Fall 2024,118,No
fall-2024-0119,Hot-Dog-Form-Fa24.csv,Fall 2024,119,No
fall-2024-0120,Hot-Dog-Form-Fa24.csv,Fall 2024,120,No
fall-2024-0121,Hot-Dog-Form-Fa24.csv,Fall 2024,121,Yes
fall-2024-0122,Hot-Dog-Form-Fa24.csv,Fall 2024,122,Yes
fall-2024-0123,Hot-Dog-Form-Fa24.csv,Fall 2024,123,Yes
fall-2024-0124,Hot-Dog-Form-Fa24.csv,Fall 2024,124,No
fall-2024-0125,Hot-Dog-Form-Fa24.csv,Fall 2024,125,Yes
fall-2024-0126,Hot-Dog-Form-Fa24.csv,Fall 2024,126,No
fall-2024-0127,Hot-Dog-Form-Fa24.csv,Fall 2024,127,No
fall-2024-0128,Hot-Dog-Form-Fa24.csv,Fall 2024,128,Yes
fall-2024-0129,Hot-Dog-Form-Fa24.csv,Fall 2024,129,Yes
fall-2024-0130,Hot-Dog-Form-Fa24.csv,Fall 2024,130,Yes
fall-2024-0131,Hot-Dog-Form-Fa24.csv,Fall 2024,131,No
fall-2024-0132,Hot-Dog-Form-Fa24.csv,Fall 2024,132,Yes
fall-2024-0133,Hot-Dog-Form-Fa24.csv,Fall 2024,133,No
fall-2024-0134,Hot-Dog-Form-Fa24.csv,Fall 2024,134,No
fall-2024-0135,Hot-Dog-Form-Fa24.csv,Fall 2024,135,No
fall-2024-0136,Hot-Dog-Form-Fa24.csv,Fall 2024,136,No
fall-2024-0137,Hot-Dog-Form-Fa24.csv,Fall 2024,137,No
fall-2024-0138,Hot-Dog-Form-Fa24.csv,Fall 2024,138,No
fall-2024-0139,Hot-Dog-Form-Fa24.csv,Fall 2024,139,Yes
fall-2024-0140,Hot-Dog-Form-Fa24.csv,Fall 2024,140,No
fall-2024-0141,Hot-Dog-Form-Fa24.csv,Fall 2024,141,No
fall-2024-0142,Hot-Dog-Form-Fa24.csv,Fall 2024,142,No
fall-2024-0143,Hot-Dog-Form-Fa24.csv,Fall 2024,143,No
fall-2024-0144,Hot-Dog-Form-Fa24.csv,Fall 2024,144,Yes
fall-2024-0145,Hot-Dog-Form-Fa24.csv,Fall 2024,145,No
fall-2024-0146,Hot-Dog-Form-Fa24.csv,Fall 2024,146,No
fall-2024-0147,Hot-Dog-Form-Fa24.csv,Fall 2024,147,No
fall-2024-0148,Hot-Dog-Form-Fa24.csv,Fall 2024,148,Yes
fall-2024-0149,Hot-Dog-Form-Fa24.csv,Fall 2024,149,No
fall-2024-0150,Hot-Dog-Form-Fa24.csv,Fall 2024,150,Yes
fall-2024-0151,Hot-Dog-Form-Fa24.csv,Fall 2024,151,No
fall-2024-0152,Hot-Dog-Form-Fa24.csv,Fall 2024,152,Yes
fall-2024-0153,Hot-Dog-Form-Fa24.csv,Fall 2024,153,No
fall-2024-0154,Hot-Dog-Form-Fa24.csv,Fall 2024,154,No
fall-2024-0155,Hot-Dog-Form-Fa24.csv,Fall 2024,155,No
fall-2024-0156,Hot-Dog-Form-Fa24.csv,Fall 2024,156,No
fall-2024-0157,Hot-Dog-Form-Fa24.csv,Fall 2024,157,Yes
fall-2024-0158,Hot-Dog-Form-Fa24.csv,Fall 2024,158,No
fall-2024-0159,Hot-Dog-Form-Fa24.csv,Fall 2024,159,Yes
fall-2024-0160,Hot-Dog-Form-Fa24.csv,Fall 2024,160,Yes
fall-2024-0161,Hot-Dog-Form-Fa24.csv,Fall 2024,161,No
fall-2024-0162,Hot-Dog-Form-Fa24.csv,Fall 2024,162,No
fall-2024-0163,Hot-Dog-Form-Fa24.csv,Fall 2024,163,No
fall-2024-0164,Hot-Dog-Form-Fa24.csv,Fall 2024,164,No
fall-2024-0165,Hot-Dog-Form-Fa24.csv,Fall 2024,165,No
fall-2024-0166,Hot-Dog-Form-Fa24.csv,Fall 2024,166,No
fall-2024-0167,Hot-Dog-Form-Fa24.csv,Fall 2024,167,No
fall-2024-0168,Hot-Dog-Form-Fa24.csv,Fall 2024,168,No
fall-2024-0169,Hot-Dog-Form-Fa24.csv,Fall 2024,169,No
fall-2024-0170,Hot-Dog-Form-Fa24.csv,Fall 2024,170,Yes
fall-2024-0171,Hot-Dog-Form-Fa24.csv,Fall 2024,171,Yes
fall-2024-0172,Hot-Dog-Form-Fa24.csv,Fall 2024,172,Yes
fall-2024-0173,Hot-Dog-Form-Fa24.csv,Fall 2024,173,No
fall-2024-0174,Hot-Dog-Form-Fa24.csv,Fall 2024,174,Yes
fall-2024-0175,Hot-Dog-Form-Fa24.csv,Fall 2024,175,Yes
fall-2024-0176,Hot-Dog-Form-Fa24.csv,Fall 2024,176,Yes
fall-2024-0177,Hot-Dog-Form-Fa24.csv,Fall 2024,177,No
fall-2024-0178,Hot-Dog-Form-Fa24.csv,Fall 2024,178,No
fall-2024-0179,Hot-Dog-Form-Fa24.csv,Fall 2024,179,No
fall-2024-0180,Hot-Dog-Form-Fa24.csv,Fall 2024,180,No
fall-2024-0181,Hot-Dog-Form-Fa24.csv,Fall 2024,181,No
fall-2024-0182,Hot-Dog-Form-Fa24.csv,Fall 2024,182,No
fall-2024-0183,Hot-Dog-Form-Fa24.csv,Fall 2024,183,No
fall-2024-0184,Hot-Dog-Form-Fa24.csv,Fall 2024,184,No
fall-2024-0185,Hot-Dog-Form-Fa24.csv,Fall 2024,185,Yes
fall-2024-0186,Hot-Dog-Form-Fa24.csv,Fall 2024,186,Yes
fall-2024-0187,Hot-Dog-Form-Fa24.csv,Fall 2024,187,No
fall-2025-0001,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,1,Yes
fall-2025-0002,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,2,Yes
fall-2025-0003,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,3,Yes
fall-2025-0004,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,4,Yes
fall-2025-0005,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,5,No
fall-2025-0006,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,6,No
fall-2025-0007,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,7,No
fall-2025-0008,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,8,No
fall-2025-0009,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,9,No
fall-2025-0010,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,10,No
fall-2025-0011,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,11,No
fall-2025-0012,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,12,No
fall-2025-0013,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,13,Yes
fall-2025-0014,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,14,No
fall-2025-0015,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,15,Yes
fall-2025-0016,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,16,Yes
fall-2025-0017,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,17,Yes
fall-2025-0018,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,18,No
fall-2025-0019,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,19,Yes
fall-2025-0020,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,20,No
fall-2025-0021,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,21,Yes
fall-2025-0022,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,22,No
fall-2025-0023,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,23,Yes
fall-2025-0024,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,24,No
fall-2025-0025,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,25,No
fall-2025-0026,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,26,No
fall-2025-0027,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,27,No
fall-2025-0028,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,28,No
fall-2025-0029,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,29,No
fall-2025-0030,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,30,No
fall-2025-0031,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,31,No
fall-2025-0032,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,32,No
fall-2025-0033,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,33,No
fall-2025-0034,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,34,No
fall-2025-0035,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,35,Yes
fall-2025-0036,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,36,No
fall-2025-0037,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,37,No
fall-2025-0038,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,38,No
fall-2025-0039,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,39,No
fall-2025-0040,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,40,No
fall-2025-0041,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,41,No
fall-2025-0042,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,42,No
fall-2025-0043,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,43,No
fall-2025-0044,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,44,No
fall-2025-0045,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,45,No
fall-2025-0046,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,46,No
fall-2025-0047,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,47,No
fall-2025-0048,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,48,No
fall-2025-0049,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,49,Yes
fall-2025-0050,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,50,No
fall-2025-0051,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,51,No
fall-2025-0052,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,52,No
fall-2025-0053,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,53,No
fall-2025-0054,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,54,No
fall-2025-0055,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,55,No
fall-2025-0056,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,56,No
fall-2025-0057,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,57,No
fall-2025-0058,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,58,Yes
fall-2025-0059,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,59,No
fall-2025-0060,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,60,No
fall-2025-0061,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,61,No
fall-2025-0062,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,62,No
fall-2025-0063,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,63,Yes
fall-2025-0064,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,64,No
fall-2025-0065,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,65,No
fall-2025-0066,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,66,No
fall-2025-0067,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,67,Yes
fall-2025-0068,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,68,No
fall-2025-0069,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,69,No
fall-2025-0070,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,70,No
fall-2025-0071,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,71,No
fall-2025-0072,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,72,Yes
fall-2025-0073,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,73,No
fall-2025-0074,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,74,No
fall-2025-0075,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,75,No
fall-2025-0076,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,76,Yes
fall-2025-0077,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,77,Yes
fall-2025-0078,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,78,Yes
fall-2025-0079,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,79,No
fall-2025-0080,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,80,No
fall-2025-0081,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,81,No
fall-2025-0082,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,82,Yes
fall-2025-0083,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,83,Yes
fall-2025-0084,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,84,No
fall-2025-0085,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,85,Yes
fall-2025-0086,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,86,No
fall-2025-0087,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,87,No
fall-2025-0088,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,88,No
fall-2025-0089,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,89,Yes
fall-2025-0090,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,90,No
fall-2025-0091,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,91,No
fall-2025-0092,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,92,No
fall-2025-0093,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,93,Yes
fall-2025-0094,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,94,No
fall-2025-0095,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,95,No
fall-2025-0096,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,96,Yes
fall-2025-0097,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,97,No
fall-2025-0098,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,98,No
fall-2025-0099,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,99,No
fall-2025-0100,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,100,No
fall-2025-0101,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,101,Yes
fall-2025-0102,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,102,No
fall-2025-0103,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,103,No
fall-2025-0104,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,104,Yes
fall-2025-0105,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,105,No
fall-2025-0106,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,106,Yes
fall-2025-0107,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,107,No
fall-2025-0108,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,108,No
fall-2025-0109,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,109,No
fall-2025-0110,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,110,No
fall-2025-0111,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,111,No
fall-2025-0112,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,112,No
fall-2025-0113,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,113,Yes
fall-2025-0114,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,114,No
fall-2025-0115,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,115,No
fall-2025-0116,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,116,Yes
fall-2025-0117,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,117,Yes
fall-2025-0118,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,118,Yes
fall-2025-0119,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,119,No
fall-2025-0120,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,120,No
fall-2025-0121,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,121,Yes
fall-2025-0122,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,122,Yes
fall-2025-0123,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,123,Yes
fall-2025-0124,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,124,No
fall-2025-0125,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,125,No
fall-2025-0126,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,126,Yes
fall-2025-0127,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,127,No
fall-2025-0128,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,128,No
fall-2025-0129,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,129,No
fall-2025-0130,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,130,No
fall-2025-0131,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,131,No
fall-2025-0132,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,132,Yes
fall-2025-0133,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,133,No
fall-2025-0134,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,134,No
fall-2025-0135,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,135,No
fall-2025-0136,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,136,No
fall-2025-0137,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,137,Yes
fall-2025-0138,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,138,No
fall-2025-0139,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,139,No
fall-2025-0140,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,140,No
fall-2025-0141,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,141,No
fall-2025-0142,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,142,No
fall-2025-0143,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,143,No
fall-2025-0144,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,144,No
fall-2025-0145,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,145,No
fall-2025-0146,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,146,No
fall-2025-0147,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,147,Yes
fall-2025-0148,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,148,No
fall-2025-0149,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,149,No
fall-2025-0150,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,150,Yes
fall-2025-0151,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,151,No
fall-2025-0152,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,152,No
fall-2025-0153,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,153,Yes
fall-2025-0154,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,154,No
fall-2025-0155,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,155,No
fall-2025-0156,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,156,No
fall-2025-0157,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,157,Yes
fall-2025-0158,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,158,Yes
fall-2025-0159,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,159,No
fall-2025-0160,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,160,No
fall-2025-0161,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,161,No
fall-2025-0162,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,162,Yes
fall-2025-0163,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,163,No
fall-2025-0164,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,164,No
fall-2025-0165,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,165,Yes
fall-2025-0166,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,166,No
fall-2025-0167,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,167,No
fall-2025-0168,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,168,No
fall-2025-0169,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,169,No
fall-2025-0170,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,170,Yes
fall-2025-0171,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,171,No
fall-2025-0172,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,172,Yes
fall-2025-0173,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,173,No
fall-2025-0174,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,174,No
fall-2025-0175,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,175,No
fall-2025-0176,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,176,Yes
fall-2025-0177,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,177,No
fall-2025-0178,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,178,Yes
fall-2025-0179,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,179,No
fall-2025-0180,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,180,No
fall-2025-0181,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,181,No
fall-2025-0182,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,182,Yes
fall-2025-0183,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,183,No
fall-2025-0184,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,184,Yes
fall-2025-0185,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,185,No
fall-2025-0186,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,186,No
fall-2025-0187,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,187,No
fall-2025-0188,Is hotdog a sandwich_ (Responses).xlsx,Fall 2025,188,No
